Date,Open,High,Low,Close,Adj Close,Volume
2007-10-05,32.545433044433594,35.4247016342326,26.900126354297335,29.05149029632149,855215656
2007-10-08,30.87933921813965,33.64537715335155,30.685230446068495,33.64537715335155,126671715
2007-10-09,32.98217010498047,33.27333102819074,29.229417128249786,30.895508777439975,116725709
2007-10-10,33.28950881958008,33.96888726698826,32.998347881527316,33.83948069921518,67931378
2007-10-11,37.00990295410156,38.8215770162382,32.99834178018052,38.8215770162382,106320954
2007-10-12,36.767269134521484,38.14219971308791,35.90996035723603,36.233473434545786,99410791
2007-10-15,37.252540588378906,37.753988515704634,36.9290274951083,37.52752759524435,41814972
2007-10-16,41.05381774902344,41.70084829693079,37.0422564347305,37.30106514355186,138614496
2007-10-17,44.25659942626953,45.29183861848792,34.32474421878629,36.88049879057014,204876259
2007-10-18,42.7037467956543,48.349053311776125,40.87589828072584,44.968338963370854,146617799
2007-10-19,42.558162689208984,44.28895877280891,40.439149103294625,41.73320159377269,110266491
2007-10-22,41.99202346801758,43.30225013226518,40.600914118346516,41.700862474621275,72253405
2007-10-23,44.9845085144043,45.38889989435569,43.02725160268316,43.02725160268316,74594921
2007-10-24,44.28895568847656,46.42414302665404,43.78750775058117,45.93886898859224,63055170
2007-10-25,44.19190216064453,45.22714590719954,39.03186610466896,42.78461920102142,34522489
2007-10-26,45.518314361572266,46.24621900705005,43.75516579846587,44.96834020759551,62370025
2007-10-29,46.44031524658203,47.556437156688446,46.03592388609813,46.26238480313995,43657697
2007-10-30,47.475563049316406,48.75343722778894,45.680062618503946,47.07117165335785,79921711
2007-10-31,48.462276458740234,49.52987238031799,47.556441484002285,47.718198042914594,44655368
2007-11-01,47.37851333618164,50.03132303264523,46.99030017265182,49.659283772122784,50632492
2007-11-02,48.23581314086914,48.52697844288558,45.29184303635139,45.663886613833,32001693
2007-11-05,49.222530364990234,50.30630012567762,47.912299679528566,48.203464979360426,38833135
2007-11-06,49.86955642700195,53.02380913782165,49.19017804247073,50.079839063471155,81880281
2007-11-07,49.14165115356445,51.50329497924803,48.041707514039594,50.79156880681531,33593141
2007-11-08,48.30051803588867,49.61074874527248,47.23292654343725,47.87995275411746,27990521
2007-11-12,49.46516799926758,50.33865517252419,45.56683229690677,46.844710867425235,35153735
2007-11-13,50.64600372314453,51.665069442753115,48.704924490393466,50.30631661258457,43830531
2007-11-14,49.982784271240234,52.24737584245198,49.7239711732027,51.53564530775749,36738579
2007-11-15,50.82392120361328,51.71358221377355,49.86955581936141,50.92097337682353,29242252
2007-11-16,50.46805191040039,51.61652154978415,49.885725753644834,50.59745626037046,18895294
2007-11-19,52.29590606689453,54.18845862166579,51.22831456826835,51.616527664165446,40716718
2007-11-20,51.48712158203125,53.54143062190732,50.85626928883412,52.08562168800057,26342171
2007-11-21,47.475563049316406,52.10179886391124,46.32708885203763,51.79446403573923,26814499
2007-11-22,45.84181594848633,48.882842542272904,43.85221129807327,46.974111777428554,34096185
2007-11-23,48.882843017578125,49.1740039274089,46.132977304053334,48.85049083027977,27664090
2007-11-26,49.27107620239258,50.69453353290014,48.88286296021542,50.69453353290014,20159123
2007-11-27,48.05788803100586,50.11219733371561,47.55644442256397,50.11219733371561,20573198
2007-11-28,47.34614944458008,49.33575841932562,47.02263636093716,49.10929750560477,16435311
2007-11-29,46.068275451660156,48.785784479902716,45.469775368624546,48.526975767851816,25530967
2007-11-30,47.84761047363281,48.138771451143114,46.262396806807196,46.90942315146485,18437721
2007-12-03,48.5269889831543,49.12548922917883,48.05789312839577,48.42993239875862,16851227
2007-12-04,47.8961296081543,49.25488648955349,47.540264292747125,48.85049508293797,14008727
2007-12-05,49.80484390258789,49.98277871042896,47.87994391396798,47.97699607248019,27725290
2007-12-06,48.882843017578125,51.64887824286127,48.25199072300544,50.888621587022385,24104710
2007-12-07,48.67255401611328,49.88572808104569,47.79907132211816,49.19017582806985,11742386
2007-12-10,48.72108840942383,49.319584152607185,48.090236089726254,49.14165369727063,8330010
